"year","ethnicity","gender","demographic","wages"
2020,"hispanic",NA,"high_school",21.46
2021,"hispanic",NA,"high_school",21.03
2022,"hispanic",NA,"high_school",20.72
1973,"hispanic",NA,"less_than_hs",16.58
1974,"hispanic",NA,"less_than_hs",17.26
1975,"hispanic",NA,"less_than_hs",16.14
1976,"hispanic",NA,"less_than_hs",16.71
1977,"hispanic",NA,"less_than_hs",16.54
1978,"hispanic",NA,"less_than_hs",16.3
1979,"hispanic",NA,"less_than_hs",16.81
1980,"hispanic",NA,"less_than_hs",16.4
1981,"hispanic",NA,"less_than_hs",15.8
1982,"hispanic",NA,"less_than_hs",15.67
1983,"hispanic",NA,"less_than_hs",15.3
1984,"hispanic",NA,"less_than_hs",15.31
1985,"hispanic",NA,"less_than_hs",15.24
1986,"hispanic",NA,"less_than_hs",15.24
1987,"hispanic",NA,"less_than_hs",15.06
1988,"hispanic",NA,"less_than_hs",14.85
1989,"hispanic",NA,"less_than_hs",14.88
1990,"hispanic",NA,"less_than_hs",14.4
1991,"hispanic",NA,"less_than_hs",14.12
1992,"hispanic",NA,"less_than_hs",14.04
1993,"hispanic",NA,"less_than_hs",13.75
1994,"hispanic",NA,"less_than_hs",13.54
1995,"hispanic",NA,"less_than_hs",13.22
1996,"hispanic",NA,"less_than_hs",13.57
1997,"hispanic",NA,"less_than_hs",13.61
1998,"hispanic",NA,"less_than_hs",14.13
1999,"hispanic",NA,"less_than_hs",14.3
2000,"hispanic",NA,"less_than_hs",14.54
2001,"hispanic",NA,"less_than_hs",14.8
2002,"hispanic",NA,"less_than_hs",15.05
2003,"hispanic",NA,"less_than_hs",15.19
2004,"hispanic",NA,"less_than_hs",15.21
2005,"hispanic",NA,"less_than_hs",15.01
2006,"hispanic",NA,"less_than_hs",14.91
2007,"hispanic",NA,"less_than_hs",15.3
2008,"hispanic",NA,"less_than_hs",15.31
2009,"hispanic",NA,"less_than_hs",15.5
2010,"hispanic",NA,"less_than_hs",15
2011,"hispanic",NA,"less_than_hs",14.96
2012,"hispanic",NA,"less_than_hs",14.79
2013,"hispanic",NA,"less_than_hs",14.83
2014,"hispanic",NA,"less_than_hs",14.77
2015,"hispanic",NA,"less_than_hs",15.46
2016,"hispanic",NA,"less_than_hs",16.02
2017,"hispanic",NA,"less_than_hs",16.34
2018,"hispanic",NA,"less_than_hs",16.44
2019,"hispanic",NA,"less_than_hs",16.71
2020,"hispanic",NA,"less_than_hs",17.61
2021,"hispanic",NA,"less_than_hs",17.6
2022,"hispanic",NA,"less_than_hs",17.32
1973,"hispanic",NA,"some_college",22.41
1974,"hispanic",NA,"some_college",20.82
1975,"hispanic",NA,"some_college",20.68
1976,"hispanic",NA,"some_college",20.74
1977,"hispanic",NA,"some_college",21.06
1978,"hispanic",NA,"some_college",22.08
1979,"hispanic",NA,"some_college",21.42
1980,"hispanic",NA,"some_college",20.94
1981,"hispanic",NA,"some_college",21.4
1982,"hispanic",NA,"some_college",20.98
1983,"hispanic",NA,"some_college",21.43
1984,"hispanic",NA,"some_college",20.97
1985,"hispanic",NA,"some_college",21.27
1986,"hispanic",NA,"some_college",21.54
1987,"hispanic",NA,"some_college",21.1
1988,"hispanic",NA,"some_college",21.22
1989,"hispanic",NA,"some_college",21.09
1990,"hispanic",NA,"some_college",20.88
1991,"hispanic",NA,"some_college",20.99
1992,"hispanic",NA,"some_college",20.89
1993,"hispanic",NA,"some_college",20.8
1994,"hispanic",NA,"some_college",20.53
1995,"hispanic",NA,"some_college",20.42
1996,"hispanic",NA,"some_college",20.05
1997,"hispanic",NA,"some_college",20.37
1998,"hispanic",NA,"some_college",21.1
1999,"hispanic",NA,"some_college",21
2000,"hispanic",NA,"some_college",21.58
2001,"hispanic",NA,"some_college",21.86
2002,"hispanic",NA,"some_college",22.11
2003,"hispanic",NA,"some_college",21.99
2004,"hispanic",NA,"some_college",22.03
2005,"hispanic",NA,"some_college",21.83
2006,"hispanic",NA,"some_college",21.74
2007,"hispanic",NA,"some_college",21.93
2008,"hispanic",NA,"some_college",21.85
2009,"hispanic",NA,"some_college",21.93
2010,"hispanic",NA,"some_college",21.53
2011,"hispanic",NA,"some_college",21.17
2012,"hispanic",NA,"some_college",20.55
2013,"hispanic",NA,"some_college",20.21
2014,"hispanic",NA,"some_college",20.21
2015,"hispanic",NA,"some_college",21
2016,"hispanic",NA,"some_college",21.33
2017,"hispanic",NA,"some_college",21.59
2018,"hispanic",NA,"some_college",21.74
2019,"hispanic",NA,"some_college",22.01
2020,"hispanic",NA,"some_college",23.24
2021,"hispanic",NA,"some_college",23.34
2022,"hispanic",NA,"some_college",22.96
1973,"white","men","advanced_degree",40.23
1974,"white","men","advanced_degree",41.11
1975,"white","men","advanced_degree",41.06
1976,"white","men","advanced_degree",40.4
1977,"white","men","advanced_degree",40.97
1978,"white","men","advanced_degree",40.95
1979,"white","men","advanced_degree",39.8
1980,"white","men","advanced_degree",39.07
1981,"white","men","advanced_degree",38.93
1982,"white","men","advanced_degree",40.13
1983,"white","men","advanced_degree",40.56
1984,"white","men","advanced_degree",41.64
1985,"white","men","advanced_degree",43.33
1986,"white","men","advanced_degree",45.15
1987,"white","men","advanced_degree",46.03
1988,"white","men","advanced_degree",46.94
1989,"white","men","advanced_degree",44.7
1990,"white","men","advanced_degree",45.34
1991,"white","men","advanced_degree",46.17
1992,"white","men","advanced_degree",46.58
1993,"white","men","advanced_degree",47.15
1994,"white","men","advanced_degree",48.32
1995,"white","men","advanced_degree",48.72
1996,"white","men","advanced_degree",48.96
1997,"white","men","advanced_degree",49.6
1998,"white","men","advanced_degree",50.69
1999,"white","men","advanced_degree",52.44
2000,"white","men","advanced_degree",52.25
2001,"white","men","advanced_degree",52.38
2002,"white","men","advanced_degree",53.91
2003,"white","men","advanced_degree",53.85
2004,"white","men","advanced_degree",55.06
2005,"white","men","advanced_degree",54.19
2006,"white","men","advanced_degree",54.8
2007,"white","men","advanced_degree",55.17
2008,"white","men","advanced_degree",54.98
2009,"white","men","advanced_degree",57.64
2010,"white","men","advanced_degree",57.29
2011,"white","men","advanced_degree",55.19
2012,"white","men","advanced_degree",57.8
2013,"white","men","advanced_degree",57.4
2014,"white","men","advanced_degree",55.03
2015,"white","men","advanced_degree",57.37
2016,"white","men","advanced_degree",58.13
2017,"white","men","advanced_degree",57.64
2018,"white","men","advanced_degree",61.27
2019,"white","men","advanced_degree",60.84
2020,"white","men","advanced_degree",63.5
2021,"white","men","advanced_degree",64.04
2022,"white","men","advanced_degree",63.86
1973,"white","men","bachelors_degree",38.31
1974,"white","men","bachelors_degree",37
1975,"white","men","bachelors_degree",36.77
1976,"white","men","bachelors_degree",36.86
1977,"white","men","bachelors_degree",36.55
1978,"white","men","bachelors_degree",36.41
1979,"white","men","bachelors_degree",36.16
1980,"white","men","bachelors_degree",35.62
1981,"white","men","bachelors_degree",36.08
1982,"white","men","bachelors_degree",36.5
1983,"white","men","bachelors_degree",36.82
1984,"white","men","bachelors_degree",37.38
1985,"white","men","bachelors_degree",37.69
1986,"white","men","bachelors_degree",39.41
1987,"white","men","bachelors_degree",40.04
1988,"white","men","bachelors_degree",40.28
1989,"white","men","bachelors_degree",37.6
1990,"white","men","bachelors_degree",37.82
1991,"white","men","bachelors_degree",37.38
1992,"white","men","bachelors_degree",37.29
1993,"white","men","bachelors_degree",37.25
1994,"white","men","bachelors_degree",37.84
1995,"white","men","bachelors_degree",38.04
1996,"white","men","bachelors_degree",37.9
1997,"white","men","bachelors_degree",38.95
1998,"white","men","bachelors_degree",40.98
1999,"white","men","bachelors_degree",41.96
2000,"white","men","bachelors_degree",42.9
2001,"white","men","bachelors_degree",43.59
2002,"white","men","bachelors_degree",43.98
2003,"white","men","bachelors_degree",43.94
2004,"white","men","bachelors_degree",43.28
2005,"white","men","bachelors_degree",43.69
2006,"white","men","bachelors_degree",43.55
2007,"white","men","bachelors_degree",44.26
2008,"white","men","bachelors_degree",44.01
2009,"white","men","bachelors_degree",44.76
2010,"white","men","bachelors_degree",44.36
2011,"white","men","bachelors_degree",42.79
2012,"white","men","bachelors_degree",43.72
2013,"white","men","bachelors_degree",43.94
2014,"white","men","bachelors_degree",42.79
2015,"white","men","bachelors_degree",45.39
2016,"white","men","bachelors_degree",46.78
2017,"white","men","bachelors_degree",46.44
2018,"white","men","bachelors_degree",47.28
2019,"white","men","bachelors_degree",47.76
2020,"white","men","bachelors_degree",50.15
2021,"white","men","bachelors_degree",50.06
2022,"white","men","bachelors_degree",51.23
1973,"white","men","high_school",27.54
1974,"white","men","high_school",26.68
1975,"white","men","high_school",26.57
1976,"white","men","high_school",26.57
1977,"white","men","high_school",26.55
1978,"white","men","high_school",26.54
1979,"white","men","high_school",26.65
1980,"white","men","high_school",25.81
1981,"white","men","high_school",25.43
1982,"white","men","high_school",25.29
1983,"white","men","high_school",25
1984,"white","men","high_school",24.77
1985,"white","men","high_school",24.97
1986,"white","men","high_school",25.13
1987,"white","men","high_school",25.05
1988,"white","men","high_school",25.11
1989,"white","men","high_school",24.21
1990,"white","men","high_school",23.67
1991,"white","men","high_school",23.52
1992,"white","men","high_school",23.26
1993,"white","men","high_school",23.13
1994,"white","men","high_school",23.28
1995,"white","men","high_school",23.21
1996,"white","men","high_school",23.23
1997,"white","men","high_school",23.71
1998,"white","men","high_school",24.06
1999,"white","men","high_school",24.4
2000,"white","men","high_school",24.8
2001,"white","men","high_school",25
2002,"white","men","high_school",25.28
2003,"white","men","high_school",25.11
2004,"white","men","high_school",25.15
2005,"white","men","high_school",24.75
2006,"white","men","high_school",24.96
2007,"white","men","high_school",24.83
2008,"white","men","high_school",24.78
2009,"white","men","high_school",25.28
2010,"white","men","high_school",24.74
2011,"white","men","high_school",24.43
2012,"white","men","high_school",24.26
2013,"white","men","high_school",23.84
2014,"white","men","high_school",24.08
2015,"white","men","high_school",24.56
2016,"white","men","high_school",24.73
2017,"white","men","high_school",25.14
2018,"white","men","high_school",25.49
2019,"white","men","high_school",25.58
2020,"white","men","high_school",26.73
2021,"white","men","high_school",26.03
2022,"white","men","high_school",25.92
1973,"white","men","less_than_hs",21.95
1974,"white","men","less_than_hs",21.27
1975,"white","men","less_than_hs",20.75
1976,"white","men","less_than_hs",20.94
1977,"white","men","less_than_hs",21.12
1978,"white","men","less_than_hs",20.92
1979,"white","men","less_than_hs",21.54
1980,"white","men","less_than_hs",20.89
1981,"white","men","less_than_hs",20.46
1982,"white","men","less_than_hs",20.15
1983,"white","men","less_than_hs",19.68
1984,"white","men","less_than_hs",19.4
1985,"white","men","less_than_hs",19.37
1986,"white","men","less_than_hs",19.25
1987,"white","men","less_than_hs",18.86
1988,"white","men","less_than_hs",18.94
1989,"white","men","less_than_hs",18.48
1990,"white","men","less_than_hs",17.76
1991,"white","men","less_than_hs",17.69
1992,"white","men","less_than_hs",17.33
1993,"white","men","less_than_hs",16.99
1994,"white","men","less_than_hs",16.53
1995,"white","men","less_than_hs",16.18
1996,"white","men","less_than_hs",16.11
1997,"white","men","less_than_hs",16.2
1998,"white","men","less_than_hs",16.88
1999,"white","men","less_than_hs",16.81
2000,"white","men","less_than_hs",16.72
2001,"white","men","less_than_hs",16.9
2002,"white","men","less_than_hs",17.41
2003,"white","men","less_than_hs",17.44
2004,"white","men","less_than_hs",17.09
2005,"white","men","less_than_hs",17.14
2006,"white","men","less_than_hs",17.02
2007,"white","men","less_than_hs",17.08
2008,"white","men","less_than_hs",17.22
2009,"white","men","less_than_hs",17.67
2010,"white","men","less_than_hs",17
2011,"white","men","less_than_hs",16.91
2012,"white","men","less_than_hs",16.96
2013,"white","men","less_than_hs",16.37
2014,"white","men","less_than_hs",16.65
2015,"white","men","less_than_hs",17.16
2016,"white","men","less_than_hs",16.96
2017,"white","men","less_than_hs",17.82
2018,"white","men","less_than_hs",17.96
2019,"white","men","less_than_hs",17.66
2020,"white","men","less_than_hs",18.97
2021,"white","men","less_than_hs",18.13
2022,"white","men","less_than_hs",17.14
1973,"white","men","some_college",28.17
1974,"white","men","some_college",27.31
1975,"white","men","some_college",27.41
1976,"white","men","some_college",27.51
1977,"white","men","some_college",27.22
1978,"white","men","some_college",27.63
1979,"white","men","some_college",27.73
1980,"white","men","some_college",27.19
1981,"white","men","some_college",26.74
1982,"white","men","some_college",26.83
1983,"white","men","some_college",26.58
1984,"white","men","some_college",26.5
1985,"white","men","some_college",26.98
1986,"white","men","some_college",27.79
1987,"white","men","some_college",27.9
1988,"white","men","some_college",27.51
1989,"white","men","some_college",26.61
1990,"white","men","some_college",26.52
1991,"white","men","some_college",26.21
1992,"white","men","some_college",25.8
1993,"white","men","some_college",25.66
1994,"white","men","some_college",25.72
1995,"white","men","some_college",25.62
1996,"white","men","some_college",25.8
1997,"white","men","some_college",26.42
1998,"white","men","some_college",26.88
1999,"white","men","some_college",27.44
2000,"white","men","some_college",27.86
2001,"white","men","some_college",28.34
2002,"white","men","some_college",28.33
2003,"white","men","some_college",28.2
2004,"white","men","some_college",28.26
2005,"white","men","some_college",27.62
2006,"white","men","some_college",27.52
2007,"white","men","some_college",27.85
2008,"white","men","some_college",27.52
2009,"white","men","some_college",27.97
2010,"white","men","some_college",27.46
2011,"white","men","some_college",26.56
2012,"white","men","some_college",26.43
2013,"white","men","some_college",26.66
2014,"white","men","some_college",26.5
2015,"white","men","some_college",27.64
2016,"white","men","some_college",27.49
2017,"white","men","some_college",27.61
2018,"white","men","some_college",28.41
2019,"white","men","some_college",28.9
2020,"white","men","some_college",30.4
2021,"white","men","some_college",29.79
2022,"white","men","some_college",29.93
1973,"white","women","advanced_degree",31.81
1974,"white","women","advanced_degree",30.5
1975,"white","women","advanced_degree",32.33
1976,"white","women","advanced_degree",30.86
1977,"white","women","advanced_degree",29.17
1978,"white","women","advanced_degree",29.35
1979,"white","women","advanced_degree",28.64
1980,"white","women","advanced_degree",28.12
1981,"white","women","advanced_degree",28.11
1982,"white","women","advanced_degree",28.56
1983,"white","women","advanced_degree",29.6
1984,"white","women","advanced_degree",30.31
1985,"white","women","advanced_degree",30.83
1986,"white","women","advanced_degree",31.99
1987,"white","women","advanced_degree",32.58
1988,"white","women","advanced_degree",32.92
1989,"white","women","advanced_degree",33.48
1990,"white","women","advanced_degree",33.09
1991,"white","women","advanced_degree",34.1
1992,"white","women","advanced_degree",34.93
1993,"white","women","advanced_degree",35.52
1994,"white","women","advanced_degree",38.19
1995,"white","women","advanced_degree",37.12
1996,"white","women","advanced_degree",37.88
1997,"white","women","advanced_degree",38.3
1998,"white","women","advanced_degree",38.8
1999,"white","women","advanced_degree",39.76
2000,"white","women","advanced_degree",39.68
2001,"white","women","advanced_degree",40.36
2002,"white","women","advanced_degree",40.77
2003,"white","women","advanced_degree",40.85
2004,"white","women","advanced_degree",40.47
2005,"white","women","advanced_degree",40.48
2006,"white","women","advanced_degree",40.59
2007,"white","women","advanced_degree",40.71
2008,"white","women","advanced_degree",41.32
2009,"white","women","advanced_degree",41.95
2010,"white","women","advanced_degree",41.96
2011,"white","women","advanced_degree",41.6
2012,"white","women","advanced_degree",41.14
2013,"white","women","advanced_degree",41.24
2014,"white","women","advanced_degree",40.41
2015,"white","women","advanced_degree",41.41
2016,"white","women","advanced_degree",42.24
2017,"white","women","advanced_degree",43.22
2018,"white","women","advanced_degree",43.31
2019,"white","women","advanced_degree",43.83
2020,"white","women","advanced_degree",45.58
2021,"white","women","advanced_degree",44.82
2022,"white","women","advanced_degree",44.45
1973,"white","women","bachelors_degree",25.32
1974,"white","women","bachelors_degree",24.48
1975,"white","women","bachelors_degree",24.25
1976,"white","women","bachelors_degree",24.26
1977,"white","women","bachelors_degree",23.76
1978,"white","women","bachelors_degree",23.5
1979,"white","women","bachelors_degree",23.23
1980,"white","women","bachelors_degree",22.86
1981,"white","women","bachelors_degree",22.87
1982,"white","women","bachelors_degree",23.55
1983,"white","women","bachelors_degree",23.71
1984,"white","women","bachelors_degree",24.13
1985,"white","women","bachelors_degree",24.61
1986,"white","women","bachelors_degree",25.53
1987,"white","women","bachelors_degree",26.26
1988,"white","women","bachelors_degree",26.54
1989,"white","women","bachelors_degree",26.54
1990,"white","women","bachelors_degree",27.19
1991,"white","women","bachelors_degree",26.95
1992,"white","women","bachelors_degree",27.53
1993,"white","women","bachelors_degree",27.68
1994,"white","women","bachelors_degree",28.27
1995,"white","women","bachelors_degree",28.33
1996,"white","women","bachelors_degree",28.32
1997,"white","women","bachelors_degree",29.21
1998,"white","women","bachelors_degree",30.28
1999,"white","women","bachelors_degree",30.77
2000,"white","women","bachelors_degree",31.44
2001,"white","women","bachelors_degree",32.14
2002,"white","women","bachelors_degree",32.58
2003,"white","women","bachelors_degree",32.42
2004,"white","women","bachelors_degree",31.88
2005,"white","women","bachelors_degree",32.33
2006,"white","women","bachelors_degree",32.44
2007,"white","women","bachelors_degree",32.34
2008,"white","women","bachelors_degree",32.08
2009,"white","women","bachelors_degree",32.18
2010,"white","women","bachelors_degree",32.91
2011,"white","women","bachelors_degree",32.08
2012,"white","women","bachelors_degree",31.96
2013,"white","women","bachelors_degree",32.33
2014,"white","women","bachelors_degree",32.46
2015,"white","women","bachelors_degree",32.88
2016,"white","women","bachelors_degree",33.23
2017,"white","women","bachelors_degree",33.76
2018,"white","women","bachelors_degree",33.78
2019,"white","women","bachelors_degree",34.47
2020,"white","women","bachelors_degree",36.2
2021,"white","women","bachelors_degree",36.11
2022,"white","women","bachelors_degree",35.31
1973,"white","women","high_school",17.11
1974,"white","women","high_school",16.61
1975,"white","women","high_school",16.62
1976,"white","women","high_school",17.08
1977,"white","women","high_school",16.75
1978,"white","women","high_school",16.85
1979,"white","women","high_school",17.05
1980,"white","women","high_school",16.62
1981,"white","women","high_school",16.55
1982,"white","women","high_school",16.71
1983,"white","women","high_school",16.63
1984,"white","women","high_school",16.58
1985,"white","women","high_school",16.74
1986,"white","women","high_school",17.09
1987,"white","women","high_school",17.2
1988,"white","women","high_school",17.31
1989,"white","women","high_school",17.01
1990,"white","women","high_school",16.95
1991,"white","women","high_school",17.25
1992,"white","women","high_school",17.2
1993,"white","women","high_school",17.27
1994,"white","women","high_school",17.51
1995,"white","women","high_school",17.32
1996,"white","women","high_school",17.32
1997,"white","women","high_school",17.51
1998,"white","women","high_school",17.97
1999,"white","women","high_school",18.22
2000,"white","women","high_school",18.29
2001,"white","women","high_school",18.79
2002,"white","women","high_school",19.18
2003,"white","women","high_school",19.4
2004,"white","women","high_school",19.12
2005,"white","women","high_school",19
2006,"white","women","high_school",18.89
2007,"white","women","high_school",18.84
2008,"white","women","high_school",18.74
2009,"white","women","high_school",19.31
2010,"white","women","high_school",19.02
2011,"white","women","high_school",18.76
2012,"white","women","high_school",18.59
2013,"white","women","high_school",18.62
2014,"white","women","high_school",18.51
2015,"white","women","high_school",18.9
2016,"white","women","high_school",19.21
2017,"white","women","high_school",19.34
2018,"white","women","high_school",19.52
2019,"white","women","high_school",19.22
2020,"white","women","high_school",20.06
2021,"white","women","high_school",20.08
2022,"white","women","high_school",19.56
1973,"white","women","less_than_hs",13.08
1974,"white","women","less_than_hs",12.96
1975,"white","women","less_than_hs",12.98
1976,"white","women","less_than_hs",12.88
1977,"white","women","less_than_hs",13.17
1978,"white","women","less_than_hs",13.09
1979,"white","women","less_than_hs",13.63
1980,"white","women","less_than_hs",13.3
1981,"white","women","less_than_hs",13.19
1982,"white","women","less_than_hs",12.85
1983,"white","women","less_than_hs",12.73
1984,"white","women","less_than_hs",12.6
1985,"white","women","less_than_hs",12.5
1986,"white","women","less_than_hs",12.64
1987,"white","women","less_than_hs",12.31
1988,"white","women","less_than_hs",12.52
1989,"white","women","less_than_hs",12.3
1990,"white","women","less_than_hs",12.29
1991,"white","women","less_than_hs",12.52
1992,"white","women","less_than_hs",12.47
1993,"white","women","less_than_hs",12.42
1994,"white","women","less_than_hs",12.19
1995,"white","women","less_than_hs",11.97
1996,"white","women","less_than_hs",11.73
1997,"white","women","less_than_hs",11.98
1998,"white","women","less_than_hs",12.43
1999,"white","women","less_than_hs",12.42
2000,"white","women","less_than_hs",12.51
2001,"white","women","less_than_hs",12.88
2002,"white","women","less_than_hs",12.92
2003,"white","women","less_than_hs",12.84
2004,"white","women","less_than_hs",12.74
2005,"white","women","less_than_hs",12.54
2006,"white","women","less_than_hs",12.41
2007,"white","women","less_than_hs",13.04
2008,"white","women","less_than_hs",12.58
2009,"white","women","less_than_hs",12.92
2010,"white","women","less_than_hs",12.86
2011,"white","women","less_than_hs",12.91
2012,"white","women","less_than_hs",12.95
2013,"white","women","less_than_hs",12.47
2014,"white","women","less_than_hs",12.54
2015,"white","women","less_than_hs",12.68
2016,"white","women","less_than_hs",12.98
2017,"white","women","less_than_hs",13.46
2018,"white","women","less_than_hs",13.45
2019,"white","women","less_than_hs",13.44
2020,"white","women","less_than_hs",14.2
2021,"white","women","less_than_hs",13.77
2022,"white","women","less_than_hs",13.84
1973,"white","women","some_college",18.38
1974,"white","women","some_college",17.8
1975,"white","women","some_college",17.93
1976,"white","women","some_college",18.33
1977,"white","women","some_college",17.85
1978,"white","women","some_college",18.15
1979,"white","women","some_college",18.22
1980,"white","women","some_college",18.12
1981,"white","women","some_college",18.16
1982,"white","women","some_college",18.34
1983,"white","women","some_college",18.29
1984,"white","women","some_college",18.55
1985,"white","women","some_college",18.77
1986,"white","women","some_college",19.1
1987,"white","women","some_college",19.34
1988,"white","women","some_college",19.45
1989,"white","women","some_college",19.55
1990,"white","women","some_college",19.67
1991,"white","women","some_college",19.75
1992,"white","women","some_college",19.82
1993,"white","women","some_college",20.1
1994,"white","women","some_college",20.01
1995,"white","women","some_college",19.69
1996,"white","women","some_college",19.98
1997,"white","women","some_college",20.23
1998,"white","women","some_college",20.71
1999,"white","women","some_college",21.01
2000,"white","women","some_college",21.18
2001,"white","women","some_college",21.67
2002,"white","women","some_college",22.12
2003,"white","women","some_college",22
2004,"white","women","some_college",21.93
2005,"white","women","some_college",21.79
2006,"white","women","some_college",21.72
2007,"white","women","some_college",21.74
2008,"white","women","some_college",21.47
2009,"white","women","some_college",21.78
2010,"white","women","some_college",21.73
2011,"white","women","some_college",21.26
2012,"white","women","some_college",20.96
2013,"white","women","some_college",20.86
2014,"white","women","some_college",20.99
2015,"white","women","some_college",21.49
2016,"white","women","some_college",21.83
2017,"white","women","some_college",21.72
2018,"white","women","some_college",21.9
2019,"white","women","some_college",21.99
2020,"white","women","some_college",23.31
2021,"white","women","some_college",22.73
2022,"white","women","some_college",22.52
1973,"white",NA,"advanced_degree",38.11
1974,"white",NA,"advanced_degree",38.37
1975,"white",NA,"advanced_degree",38.65
1976,"white",NA,"advanced_degree",37.65
1977,"white",NA,"advanced_degree",37.44
1978,"white",NA,"advanced_degree",37.5
1979,"white",NA,"advanced_degree",36.48
1980,"white",NA,"advanced_degree",35.61
1981,"white",NA,"advanced_degree",35.42
1982,"white",NA,"advanced_degree",36.2
1983,"white",NA,"advanced_degree",36.89
1984,"white",NA,"advanced_degree",37.67
1985,"white",NA,"advanced_degree",38.75
1986,"white",NA,"advanced_degree",40.23
1987,"white",NA,"advanced_degree",40.91
1988,"white",NA,"advanced_degree",41.56
1989,"white",NA,"advanced_degree",40.29
1990,"white",NA,"advanced_degree",40.43
1991,"white",NA,"advanced_degree",41.24
1992,"white",NA,"advanced_degree",41.59
1993,"white",NA,"advanced_degree",42.12
1994,"white",NA,"advanced_degree",43.91
1995,"white",NA,"advanced_degree",43.72
1996,"white",NA,"advanced_degree",44.07
1997,"white",NA,"advanced_degree",44.54
1998,"white",NA,"advanced_degree",45.34
1999,"white",NA,"advanced_degree",46.77
2000,"white",NA,"advanced_degree",46.57
2001,"white",NA,"advanced_degree",46.87
2002,"white",NA,"advanced_degree",47.87
2003,"white",NA,"advanced_degree",47.7
2004,"white",NA,"advanced_degree",48.14
2005,"white",NA,"advanced_degree",47.6
2006,"white",NA,"advanced_degree",47.96
2007,"white",NA,"advanced_degree",48.1
2008,"white",NA,"advanced_degree",48.15
2009,"white",NA,"advanced_degree",49.8
2010,"white",NA,"advanced_degree",49.58
2011,"white",NA,"advanced_degree",48.29
2012,"white",NA,"advanced_degree",49.43
2013,"white",NA,"advanced_degree",49.14
2014,"white",NA,"advanced_degree",47.46
2015,"white",NA,"advanced_degree",49
2016,"white",NA,"advanced_degree",49.85
2017,"white",NA,"advanced_degree",50.03
2018,"white",NA,"advanced_degree",51.8
2019,"white",NA,"advanced_degree",51.81
2020,"white",NA,"advanced_degree",53.8
2021,"white",NA,"advanced_degree",53.62
2022,"white",NA,"advanced_degree",53.3
1973,"white",NA,"bachelors_degree",33.25
1974,"white",NA,"bachelors_degree",31.97
1975,"white",NA,"bachelors_degree",31.89
1976,"white",NA,"bachelors_degree",31.75
1977,"white",NA,"bachelors_degree",31.41
1978,"white",NA,"bachelors_degree",31.24
1979,"white",NA,"bachelors_degree",30.99
1980,"white",NA,"bachelors_degree",30.44
1981,"white",NA,"bachelors_degree",30.71
1982,"white",NA,"bachelors_degree",31.12
1983,"white",NA,"bachelors_degree",31.22
1984,"white",NA,"bachelors_degree",31.67
1985,"white",NA,"bachelors_degree",32
1986,"white",NA,"bachelors_degree",33.32
1987,"white",NA,"bachelors_degree",33.92
1988,"white",NA,"bachelors_degree",34.14
1989,"white",NA,"bachelors_degree",32.56
1990,"white",NA,"bachelors_degree",32.89
1991,"white",NA,"bachelors_degree",32.48
1992,"white",NA,"bachelors_degree",32.73
1993,"white",NA,"bachelors_degree",32.74
1994,"white",NA,"bachelors_degree",33.4
1995,"white",NA,"bachelors_degree",33.52
1996,"white",NA,"bachelors_degree",33.33
1997,"white",NA,"bachelors_degree",34.27
1998,"white",NA,"bachelors_degree",35.87
1999,"white",NA,"bachelors_degree",36.64
2000,"white",NA,"bachelors_degree",37.46
2001,"white",NA,"bachelors_degree",38.13
2002,"white",NA,"bachelors_degree",38.47
2003,"white",NA,"bachelors_degree",38.38
2004,"white",NA,"bachelors_degree",37.76
2005,"white",NA,"bachelors_degree",38.11
2006,"white",NA,"bachelors_degree",38.03
2007,"white",NA,"bachelors_degree",38.32
2008,"white",NA,"bachelors_degree",38.09
2009,"white",NA,"bachelors_degree",38.39
2010,"white",NA,"bachelors_degree",38.62
2011,"white",NA,"bachelors_degree",37.43
2012,"white",NA,"bachelors_degree",37.85
2013,"white",NA,"bachelors_degree",38.17
2014,"white",NA,"bachelors_degree",37.61
2015,"white",NA,"bachelors_degree",39.19
2016,"white",NA,"bachelors_degree",39.95
2017,"white",NA,"bachelors_degree",40.07
2018,"white",NA,"bachelors_degree",40.49
2019,"white",NA,"bachelors_degree",41.06
2020,"white",NA,"bachelors_degree",43.16
2021,"white",NA,"bachelors_degree",43.06
2022,"white",NA,"bachelors_degree",43.3
1973,"white",NA,"high_school",22.65
1974,"white",NA,"high_school",21.97
1975,"white",NA,"high_school",21.94
1976,"white",NA,"high_school",22.09
1977,"white",NA,"high_school",21.85
1978,"white",NA,"high_school",21.83
1979,"white",NA,"high_school",21.99
1980,"white",NA,"high_school",21.27
1981,"white",NA,"high_school",21.03
1982,"white",NA,"high_school",21.02
1983,"white",NA,"high_school",20.81
1984,"white",NA,"high_school",20.73
1985,"white",NA,"high_school",20.9
1986,"white",NA,"high_school",21.12
1987,"white",NA,"high_school",21.14
1988,"white",NA,"high_school",21.23
1989,"white",NA,"high_school",20.63
1990,"white",NA,"high_school",20.35
1991,"white",NA,"high_school",20.4
1992,"white",NA,"high_school",20.28
1993,"white",NA,"high_school",20.26
1994,"white",NA,"high_school",20.47
1995,"white",NA,"high_school",20.36
1996,"white",NA,"high_school",20.39
1997,"white",NA,"high_school",20.72
1998,"white",NA,"high_school",21.15
1999,"white",NA,"high_school",21.44
2000,"white",NA,"high_school",21.67
2001,"white",NA,"high_school",22.03
