"year","demographic","wages"
1996,"white_men_advanced_degree",48.96
1996,"black_men_less_than_hs",15.17
1996,"black_men_high_school",18.12
1996,"black_men_some_college",20.71
1996,"black_men_bachelors_degree",29.62
1996,"black_men_advanced_degree",36.79
1996,"hispanic_men_less_than_hs",14.43
1996,"hispanic_men_high_school",18.8
1996,"hispanic_men_some_college",21.71
1996,"hispanic_men_bachelors_degree",30.18
1996,"hispanic_men_advanced_degree",43.3
1996,"white_women_less_than_hs",11.73
1996,"white_women_high_school",17.32
1996,"white_women_some_college",19.98
1996,"white_women_bachelors_degree",28.32
1996,"white_women_advanced_degree",37.88
1996,"black_women_less_than_hs",11.77
1996,"black_women_high_school",15.7
1996,"black_women_some_college",17.92
1996,"black_women_bachelors_degree",26.03
1996,"black_women_advanced_degree",35.73
1996,"hispanic_women_less_than_hs",11.77
1996,"hispanic_women_high_school",15.53
1996,"hispanic_women_some_college",18.28
1996,"hispanic_women_bachelors_degree",26.75
1996,"hispanic_women_advanced_degree",38.63
1995,"less_than_hs",13.95
1995,"high_school",19.68
1995,"some_college",22.04
1995,"bachelors_degree",32.86
1995,"advanced_degree",43.27
1995,"men_less_than_hs",15.39
1995,"men_high_school",22.2
1995,"men_some_college",24.78
1995,"men_bachelors_degree",37.07
1995,"men_advanced_degree",47.93
1995,"women_less_than_hs",11.84
1995,"women_high_school",16.95
1995,"women_some_college",19.43
1995,"women_bachelors_degree",28.21
1995,"women_advanced_degree",37.21
1995,"white_less_than_hs",14.4
1995,"white_high_school",20.36
1995,"white_some_college",22.6
1995,"white_bachelors_degree",33.52
1995,"white_advanced_degree",43.72
1995,"black_less_than_hs",13.66
1995,"black_high_school",17.08
1995,"black_some_college",19.66
1995,"black_bachelors_degree",28.8
1995,"black_advanced_degree",38.5
1995,"hispanic_less_than_hs",13.22
1995,"hispanic_high_school",17.72
1995,"hispanic_some_college",20.42
1995,"hispanic_bachelors_degree",28.4
1995,"hispanic_advanced_degree",42.02
1995,"white_men_less_than_hs",16.18
1995,"white_men_high_school",23.21
1995,"white_men_some_college",25.62
1995,"white_men_bachelors_degree",38.04
1995,"white_men_advanced_degree",48.72
1995,"black_men_less_than_hs",15.14
1995,"black_men_high_school",18.59
1995,"black_men_some_college",21.05
1995,"black_men_bachelors_degree",29.82
1995,"black_men_advanced_degree",39.26
1995,"hispanic_men_less_than_hs",14.13
1995,"hispanic_men_high_school",19.09
1995,"hispanic_men_some_college",22.31
1995,"hispanic_men_bachelors_degree",30.07
1995,"hispanic_men_advanced_degree",45.82
1995,"white_women_less_than_hs",11.97
1995,"white_women_high_school",17.32
1995,"white_women_some_college",19.69
1995,"white_women_bachelors_degree",28.33
1995,"white_women_advanced_degree",37.12
1995,"black_women_less_than_hs",12.07
1995,"black_women_high_school",15.53
1995,"black_women_some_college",18.59
1995,"black_women_bachelors_degree",27.99
1995,"black_women_advanced_degree",37.9
1995,"hispanic_women_less_than_hs",11.35
1995,"hispanic_women_high_school",15.91
1995,"hispanic_women_some_college",18.17
1995,"hispanic_women_bachelors_degree",26.66
1995,"hispanic_women_advanced_degree",36.22
1994,"less_than_hs",14.33
1994,"high_school",19.88
1994,"some_college",22.26
1994,"bachelors_degree",32.72
1994,"advanced_degree",43.46
1994,"men_less_than_hs",15.72
1994,"men_high_school",22.39
1994,"men_some_college",24.89
1994,"men_bachelors_degree",36.89
1994,"men_advanced_degree",47.61
1994,"women_less_than_hs",12.26
1994,"women_high_school",17.2
1994,"women_some_college",19.76
1994,"women_bachelors_degree",28.08
1994,"women_advanced_degree",38.13
1994,"white_less_than_hs",14.72
1994,"white_high_school",20.47
1994,"white_some_college",22.81
1994,"white_bachelors_degree",33.4
1994,"white_advanced_degree",43.91
1994,"black_less_than_hs",14.27
1994,"black_high_school",17.45
1994,"black_some_college",20.01
1994,"black_bachelors_degree",28.4
1994,"black_advanced_degree",37.79
1994,"hispanic_less_than_hs",13.54
1994,"hispanic_high_school",18.4
1994,"hispanic_some_college",20.53
1994,"hispanic_bachelors_degree",29.49
1994,"hispanic_advanced_degree",42.28
1994,"white_men_less_than_hs",16.53
1994,"white_men_high_school",23.28
1994,"white_men_some_college",25.72
1994,"white_men_bachelors_degree",37.84
1994,"white_men_advanced_degree",48.32
1994,"black_men_less_than_hs",15.83
1994,"black_men_high_school",19.12
1994,"black_men_some_college",21.44
1994,"black_men_bachelors_degree",30.09
1994,"black_men_advanced_degree",38.49
1994,"hispanic_men_less_than_hs",14.24
1994,"hispanic_men_high_school",19.83
1994,"hispanic_men_some_college",22.04
1994,"hispanic_men_bachelors_degree",31.88
1994,"hispanic_men_advanced_degree",46.22
1994,"white_women_less_than_hs",12.19
1994,"white_women_high_school",17.51
1994,"white_women_some_college",20.01
1994,"white_women_bachelors_degree",28.27
1994,"white_women_advanced_degree",38.19
1994,"black_women_less_than_hs",12.45
1994,"black_women_high_school",15.79
1994,"black_women_some_college",18.9
1994,"black_women_bachelors_degree",27.01
1994,"black_women_advanced_degree",37.24
1994,"hispanic_women_less_than_hs",12.07
1994,"hispanic_women_high_school",16.47
1994,"hispanic_women_some_college",18.86
1994,"hispanic_women_bachelors_degree",26.7
1994,"hispanic_women_advanced_degree",36.96
1993,"less_than_hs",14.6
1993,"high_school",19.65
1993,"some_college",22.27
1993,"bachelors_degree",32.16
1993,"advanced_degree",41.45
1993,"men_less_than_hs",16.09
1993,"men_high_school",22.18
1993,"men_some_college",24.84
1993,"men_bachelors_degree",36.37
1993,"men_advanced_degree",46.08
1993,"women_less_than_hs",12.36
1993,"women_high_school",16.99
1993,"women_some_college",19.82
1993,"women_bachelors_degree",27.58
1993,"women_advanced_degree",35.48
1993,"white_less_than_hs",15.08
1993,"white_high_school",20.26
1993,"white_some_college",22.83
1993,"white_bachelors_degree",32.74
1993,"white_advanced_degree",42.12
1993,"black_less_than_hs",14.28
1993,"black_high_school",17.16
1993,"black_some_college",19.72
1993,"black_bachelors_degree",28.74
1993,"black_advanced_degree",35.9
1993,"hispanic_less_than_hs",13.75
1993,"hispanic_high_school",18
1993,"hispanic_some_college",20.8
1993,"hispanic_bachelors_degree",28.48
1993,"hispanic_advanced_degree",37.92
1993,"white_men_less_than_hs",16.99
1993,"white_men_high_school",23.13
1993,"white_men_some_college",25.66
1993,"white_men_bachelors_degree",37.25
1993,"white_men_advanced_degree",47.15
1993,"black_men_less_than_hs",15.57
1993,"black_men_high_school",18.49
1993,"black_men_some_college",21.06
1993,"black_men_bachelors_degree",30.27
1993,"black_men_advanced_degree",36.17
1993,"hispanic_men_less_than_hs",14.61
1993,"hispanic_men_high_school",19.32
1993,"hispanic_men_some_college",22.5
1993,"hispanic_men_bachelors_degree",31.03
1993,"hispanic_men_advanced_degree",39.16
1993,"white_women_less_than_hs",12.42
1993,"white_women_high_school",17.27
1993,"white_women_some_college",20.1
1993,"white_women_bachelors_degree",27.68
1993,"white_women_advanced_degree",35.52
1993,"black_women_less_than_hs",12.73
1993,"black_women_high_school",15.84
1993,"black_women_some_college",18.7
1993,"black_women_bachelors_degree",27.45
1993,"black_women_advanced_degree",35.67
1993,"hispanic_women_less_than_hs",11.94
1993,"hispanic_women_high_school",16.25
1993,"hispanic_women_some_college",18.79
1993,"hispanic_women_bachelors_degree",25.57
1993,"hispanic_women_advanced_degree",36.49
1992,"less_than_hs",14.87
1992,"high_school",19.65
1992,"some_college",22.26
1992,"bachelors_degree",32.16
1992,"advanced_degree",40.94
1992,"men_less_than_hs",16.42
1992,"men_high_school",22.32
1992,"men_some_college",24.95
1992,"men_bachelors_degree",36.38
1992,"men_advanced_degree",45.58
1992,"women_less_than_hs",12.54
1992,"women_high_school",16.88
1992,"women_some_college",19.67
1992,"women_bachelors_degree",27.51
1992,"women_advanced_degree",34.82
1992,"white_less_than_hs",15.31
1992,"white_high_school",20.28
1992,"white_some_college",22.76
1992,"white_bachelors_degree",32.73
1992,"white_advanced_degree",41.59
1992,"black_less_than_hs",14.56
1992,"black_high_school",17.08
1992,"black_some_college",19.96
1992,"black_bachelors_degree",28.15
1992,"black_advanced_degree",35.01
1992,"hispanic_less_than_hs",14.04
1992,"hispanic_high_school",17.78
1992,"hispanic_some_college",20.89
1992,"hispanic_bachelors_degree",29.05
1992,"hispanic_advanced_degree",36.44
1992,"white_men_less_than_hs",17.33
1992,"white_men_high_school",23.26
1992,"white_men_some_college",25.8
1992,"white_men_bachelors_degree",37.29
1992,"white_men_advanced_degree",46.58
1992,"black_men_less_than_hs",15.71
1992,"black_men_high_school",18.55
1992,"black_men_some_college",21.13
1992,"black_men_bachelors_degree",29.6
1992,"black_men_advanced_degree",36.17
1992,"hispanic_men_less_than_hs",14.91
1992,"hispanic_men_high_school",19.32
1992,"hispanic_men_some_college",22.62
1992,"hispanic_men_bachelors_degree",31.19
1992,"hispanic_men_advanced_degree",37.89
1992,"white_women_less_than_hs",12.47
1992,"white_women_high_school",17.2
1992,"white_women_some_college",19.82
1992,"white_women_bachelors_degree",27.53
1992,"white_women_advanced_degree",34.93
1992,"black_women_less_than_hs",13.21
1992,"black_women_high_school",15.73
1992,"black_women_some_college",18.98
1992,"black_women_bachelors_degree",27.01
1992,"black_women_advanced_degree",34.1
1992,"hispanic_women_less_than_hs",12.18
1992,"hispanic_women_high_school",15.79
1992,"hispanic_women_some_college",18.89
1992,"hispanic_women_bachelors_degree",26.66
1992,"hispanic_women_advanced_degree",34.62
1991,"less_than_hs",14.99
1991,"high_school",19.77
1991,"some_college",22.49
1991,"bachelors_degree",31.87
1991,"advanced_degree",40.71
1991,"men_less_than_hs",16.66
1991,"men_high_school",22.49
1991,"men_some_college",25.46
1991,"men_bachelors_degree",36.36
1991,"men_advanced_degree",45.38
1991,"women_less_than_hs",12.47
1991,"women_high_school",16.97
1991,"women_some_college",19.57
1991,"women_bachelors_degree",26.92
1991,"women_advanced_degree",34.11
1991,"white_less_than_hs",15.56
1991,"white_high_school",20.4
1991,"white_some_college",22.97
1991,"white_bachelors_degree",32.48
1991,"white_advanced_degree",41.24
1991,"black_less_than_hs",14.14
1991,"black_high_school",17.22
1991,"black_some_college",20.41
1991,"black_bachelors_degree",27.88
1991,"black_advanced_degree",34.05
1991,"hispanic_less_than_hs",14.12
1991,"hispanic_high_school",17.81
1991,"hispanic_some_college",20.99
1991,"hispanic_bachelors_degree",27.95
1991,"hispanic_advanced_degree",36.37
1991,"white_men_less_than_hs",17.69
1991,"white_men_high_school",23.52
1991,"white_men_some_college",26.21
1991,"white_men_bachelors_degree",37.38
1991,"white_men_advanced_degree",46.17
1991,"black_men_less_than_hs",15.42
1991,"black_men_high_school",18.64
1991,"black_men_some_college",22.27
1991,"black_men_bachelors_degree",29.17
1991,"black_men_advanced_degree",35.93
1991,"hispanic_men_less_than_hs",15.04
1991,"hispanic_men_high_school",19.17
1991,"hispanic_men_some_college",23.07
1991,"hispanic_men_bachelors_degree",30.07
1991,"hispanic_men_advanced_degree",38.59
1991,"white_women_less_than_hs",12.52
1991,"white_women_high_school",17.25
1991,"white_women_some_college",19.75
1991,"white_women_bachelors_degree",26.95
1991,"white_women_advanced_degree",34.1
1991,"black_women_less_than_hs",12.61
1991,"black_women_high_school",15.84
1991,"black_women_some_college",18.91
1991,"black_women_bachelors_degree",26.81
1991,"black_women_advanced_degree",32.58
1991,"hispanic_women_less_than_hs",12.19
1991,"hispanic_women_high_school",16.11
1991,"hispanic_women_some_college",18.51
1991,"hispanic_women_bachelors_degree",25.4
1991,"hispanic_women_advanced_degree",33.75
1990,"less_than_hs",15.05
1990,"high_school",19.74
1990,"some_college",22.58
1990,"bachelors_degree",32.21
1990,"advanced_degree",39.95
1990,"men_less_than_hs",16.9
1990,"men_high_school",22.69
1990,"men_some_college",25.75
1990,"men_bachelors_degree",36.77
1990,"men_advanced_degree",44.6
1990,"women_less_than_hs",12.23
1990,"women_high_school",16.69
1990,"women_some_college",19.48
1990,"women_bachelors_degree",27.07
1990,"women_advanced_degree",33.14
1990,"white_less_than_hs",15.52
1990,"white_high_school",20.35
1990,"white_some_college",23.09
1990,"white_bachelors_degree",32.89
1990,"white_advanced_degree",40.43
1990,"black_less_than_hs",14.21
1990,"black_high_school",17.24
1990,"black_some_college",20.22
1990,"black_bachelors_degree",26.89
1990,"black_advanced_degree",34.39
1990,"hispanic_less_than_hs",14.4
1990,"hispanic_high_school",17.93
1990,"hispanic_some_college",20.88
1990,"hispanic_bachelors_degree",29.97
1990,"hispanic_advanced_degree",35.84
1990,"white_men_less_than_hs",17.76
1990,"white_men_high_school",23.67
1990,"white_men_some_college",26.52
1990,"white_men_bachelors_degree",37.82
1990,"white_men_advanced_degree",45.34
1990,"black_men_less_than_hs",15.8
1990,"black_men_high_school",18.91
1990,"black_men_some_college",22.17
1990,"black_men_bachelors_degree",28.54
1990,"black_men_advanced_degree",36.07
1990,"hispanic_men_less_than_hs",15.53
1990,"hispanic_men_high_school",19.48
1990,"hispanic_men_some_college",22.99
1990,"hispanic_men_bachelors_degree",32.47
1990,"hispanic_men_advanced_degree",38.94
1990,"white_women_less_than_hs",12.29
1990,"white_women_high_school",16.95
1990,"white_women_some_college",19.67
1990,"white_women_bachelors_degree",27.19
1990,"white_women_advanced_degree",33.09
1990,"black_women_less_than_hs",12.2
1990,"black_women_high_school",15.63
1990,"black_women_some_college",18.77
1990,"black_women_bachelors_degree",25.51
1990,"black_women_advanced_degree",32.97
1990,"hispanic_women_less_than_hs",12.07
1990,"hispanic_women_high_school",15.93
1990,"hispanic_women_some_college",18.33
1990,"hispanic_women_bachelors_degree",26.63
1990,"hispanic_women_advanced_degree",32.33
1989,"less_than_hs",15.46
1989,"high_school",20.07
1989,"some_college",22.61
1989,"bachelors_degree",31.89
1989,"advanced_degree",39.8
1989,"men_less_than_hs",17.63
1989,"men_high_school",23.31
1989,"men_some_college",25.78
1989,"men_bachelors_degree",36.6
1989,"men_advanced_degree",44.02
1989,"women_less_than_hs",12.25
1989,"women_high_school",16.77
1989,"women_some_college",19.47
1989,"women_bachelors_degree",26.48
1989,"women_advanced_degree",33.54
1989,"white_less_than_hs",15.93
1989,"white_high_school",20.63
1989,"white_some_college",23.09
1989,"white_bachelors_degree",32.56
1989,"white_advanced_degree",40.29
1989,"black_less_than_hs",14.38
1989,"black_high_school",17.55
1989,"black_some_college",20.29
1989,"black_bachelors_degree",27.14
1989,"black_advanced_degree",34.64
1989,"hispanic_less_than_hs",14.88
1989,"hispanic_high_school",18.26
1989,"hispanic_some_college",21.09
1989,"hispanic_bachelors_degree",28.68
1989,"hispanic_advanced_degree",37.76
1989,"white_men_less_than_hs",18.48
1989,"white_men_high_school",24.21
1989,"white_men_some_college",26.61
1989,"white_men_bachelors_degree",37.6
1989,"white_men_advanced_degree",44.7
1989,"black_men_less_than_hs",16.17
1989,"black_men_high_school",19.44
1989,"black_men_some_college",21.88
1989,"black_men_bachelors_degree",28.58
1989,"black_men_advanced_degree",34.97
1989,"hispanic_men_less_than_hs",16.21
1989,"hispanic_men_high_school",20.25
1989,"hispanic_men_some_college",22.76
1989,"hispanic_men_bachelors_degree",31.51
1989,"hispanic_men_advanced_degree",41.39
1989,"white_women_less_than_hs",12.3
1989,"white_women_high_school",17.01
1989,"white_women_some_college",19.55
1989,"white_women_bachelors_degree",26.54
1989,"white_women_advanced_degree",33.48
1989,"black_women_less_than_hs",12.14
1989,"black_women_high_school",15.69
1989,"black_women_some_college",19
1989,"black_women_bachelors_degree",25.97
1989,"black_women_advanced_degree",34.39
1989,"hispanic_women_less_than_hs",12.13
1989,"hispanic_women_high_school",15.95
1989,"hispanic_women_some_college",19.17
1989,"hispanic_women_bachelors_degree",25.12
1989,"hispanic_women_advanced_degree",32.88
1988,"less_than_hs",15.79
1988,"high_school",20.66
1988,"some_college",23.03
1988,"bachelors_degree",33.41
1988,"advanced_degree",41.12
1988,"men_less_than_hs",18.02
1988,"men_high_school",24.18
1988,"men_some_college",26.71
1988,"men_bachelors_degree",39.34
1988,"men_advanced_degree",46.35
1988,"women_less_than_hs",12.46
1988,"women_high_school",17.08
1988,"women_some_college",19.39
1988,"women_bachelors_degree",26.37
1988,"women_advanced_degree",32.97
1988,"white_less_than_hs",16.32
1988,"white_high_school",21.23
1988,"white_some_college",23.48
1988,"white_bachelors_degree",34.14
1988,"white_advanced_degree",41.56
1988,"black_less_than_hs",14.73
1988,"black_high_school",18.16
1988,"black_some_college",21.05
1988,"black_bachelors_degree",28.58
1988,"black_advanced_degree",37.89
1988,"hispanic_less_than_hs",14.85
1988,"hispanic_high_school",18.57
1988,"hispanic_some_college",21.22
1988,"hispanic_bachelors_degree",29.4
1988,"hispanic_advanced_degree",38.01
1988,"white_men_less_than_hs",18.94
1988,"white_men_high_school",25.11
1988,"white_men_some_college",27.51
1988,"white_men_bachelors_degree",40.28
1988,"white_men_advanced_degree",46.94
1988,"black_men_less_than_hs",16.63
1988,"black_men_high_school",20.23
1988,"black_men_some_college",23.81
1988,"black_men_bachelors_degree",32.08
1988,"black_men_advanced_degree",40.13
1988,"hispanic_men_less_than_hs",16.19
1988,"hispanic_men_high_school",20.73
1988,"hispanic_men_some_college",22.93
1988,"hispanic_men_bachelors_degree",32.91
1988,"hispanic_men_advanced_degree",42.37
1988,"white_women_less_than_hs",12.52
1988,"white_women_high_school",17.31
1988,"white_women_some_college",19.45
1988,"white_women_bachelors_degree",26.54
1988,"white_women_advanced_degree",32.92
1988,"black_women_less_than_hs",12.32
1988,"black_women_high_school",16.17
1988,"black_women_some_college",18.67
1988,"black_women_bachelors_degree",26.04
1988,"black_women_advanced_degree",35.8
1988,"hispanic_women_less_than_hs",12.27
1988,"hispanic_women_high_school",15.77
1988,"hispanic_women_some_college",19.43
1988,"hispanic_women_bachelors_degree",24.59
1988,"hispanic_women_advanced_degree",31.65
1987,"less_than_hs",15.76
1987,"high_school",20.6
1987,"some_college",23.17
1987,"bachelors_degree",33.19
1987,"advanced_degree",40.55
1987,"men_less_than_hs",18.05
1987,"men_high_school",24.17
1987,"men_some_college",27.02
1987,"men_bachelors_degree",39.07
1987,"men_advanced_degree",45.58
1987,"women_less_than_hs",12.36
1987,"women_high_school",16.98
1987,"women_some_college",19.25
1987,"women_bachelors_degree",26.11
1987,"women_advanced_degree",32.69
1987,"white_less_than_hs",16.17
1987,"white_high_school",21.14
1987,"white_some_college",23.69
1987,"white_bachelors_degree",33.92
1987,"white_advanced_degree",40.91
1987,"black_less_than_hs",14.92
1987,"black_high_school",18.05
1987,"black_some_college",20.67
1987,"black_bachelors_degree",27.72
1987,"black_advanced_degree",35.92
1987,"hispanic_less_than_hs",15.06
1987,"hispanic_high_school",18.69
1987,"hispanic_some_college",21.1
1987,"hispanic_bachelors_degree",29.66
1987,"hispanic_advanced_degree",37.24
1987,"white_men_less_than_hs",18.86
1987,"white_men_high_school",25.05
1987,"white_men_some_college",27.9
1987,"white_men_bachelors_degree",40.04
1987,"white_men_advanced_degree",46.03
1987,"black_men_less_than_hs",16.77
1987,"black_men_high_school",20.18
1987,"black_men_some_college",22.91
1987,"black_men_bachelors_degree",30.71
1987,"black_men_advanced_degree",38.99
1987,"hispanic_men_less_than_hs",16.39
1987,"hispanic_men_high_school",20.81
1987,"hispanic_men_some_college",22.92
1987,"hispanic_men_bachelors_degree",33.62
1987,"hispanic_men_advanced_degree",40.41
1987,"white_women_less_than_hs",12.31
1987,"white_women_high_school",17.2
1987,"white_women_some_college",19.34
1987,"white_women_bachelors_degree",26.26
1987,"white_women_advanced_degree",32.58
1987,"black_women_less_than_hs",12.6
1987,"black_women_high_school",16.03
1987,"black_women_some_college",18.76
1987,"black_women_bachelors_degree",25.21
1987,"black_women_advanced_degree",33.45
1987,"hispanic_women_less_than_hs",12.31
1987,"hispanic_women_high_school",15.97
1987,"hispanic_women_some_college",18.92
1987,"hispanic_women_bachelors_degree",25.01
1987,"hispanic_women_advanced_degree",32.33
1986,"less_than_hs",16.1
1986,"high_school",20.61
1986,"some_college",23.12
1986,"bachelors_degree",32.67
1986,"advanced_degree",39.88
1986,"men_less_than_hs",18.44
1986,"men_high_school",24.24
1986,"men_some_college",27.04
1986,"men_bachelors_degree",38.52
1986,"men_advanced_degree",44.72
1986,"women_less_than_hs",12.59
1986,"women_high_school",16.94
1986,"women_some_college",19.04
1986,"women_bachelors_degree",25.45
1986,"women_advanced_degree",32.03
1986,"white_less_than_hs",16.56
1986,"white_high_school",21.12
1986,"white_some_college",23.56
1986,"white_bachelors_degree",33.32
1986,"white_advanced_degree",40.23
1986,"black_less_than_hs",15.2
1986,"black_high_school",18.04
1986,"black_some_college",20.54
1986,"black_bachelors_degree",26.96
1986,"black_advanced_degree",35.42
1986,"hispanic_less_than_hs",15.24
1986,"hispanic_high_school",18.86
1986,"hispanic_some_college",21.54
1986,"hispanic_bachelors_degree",29.63
1986,"hispanic_advanced_degree",36.13
1986,"white_men_less_than_hs",19.25
1986,"white_men_high_school",25.13
1986,"white_men_some_college",27.79
1986,"white_men_bachelors_degree",39.41
1986,"white_men_advanced_degree",45.15
1986,"black_men_less_than_hs",17.15
1986,"black_men_high_school",20.07
1986,"black_men_some_college",22.95
1986,"black_men_bachelors_degree",29.8
1986,"black_men_advanced_degree",38.37
1986,"hispanic_men_less_than_hs",16.71
1986,"hispanic_men_high_school",20.82
1986,"hispanic_men_some_college",23.92
1986,"hispanic_men_bachelors_degree",33.35
1986,"hispanic_men_advanced_degree",41.2
1986,"white_women_less_than_hs",12.64
1986,"white_women_high_school",17.09
1986,"white_women_some_college",19.1
1986,"white_women_bachelors_degree",25.53
1986,"white_women_advanced_degree",31.99
1986,"black_women_less_than_hs",12.78
1986,"black_women_high_school",16.09
1986,"black_women_some_college",18.48
1986,"black_women_bachelors_degree",24.6
1986,"black_women_advanced_degree",33.04
1986,"hispanic_women_less_than_hs",12.18
1986,"hispanic_women_high_school",16.35
1986,"hispanic_women_some_college",18.68
1986,"hispanic_women_bachelors_degree",24.92
1986,"hispanic_women_advanced_degree",28.9
1985,"less_than_hs",16.08
1985,"high_school",20.4
1985,"some_college",22.6
1985,"bachelors_degree",31.5
1985,"advanced_degree",38.31
1985,"men_less_than_hs",18.46
1985,"men_high_school",24.14
1985,"men_some_college",26.25
1985,"men_bachelors_degree",37
1985,"men_advanced_degree",42.75
1985,"women_less_than_hs",12.49
1985,"women_high_school",16.6
1985,"women_some_college",18.69
1985,"women_bachelors_degree",24.69
1985,"women_advanced_degree",30.9
1985,"white_less_than_hs",16.6
1985,"white_high_school",20.9
1985,"white_some_college",23.06
1985,"white_bachelors_degree",32
1985,"white_advanced_degree",38.75
1985,"black_less_than_hs",14.83
1985,"black_high_school",17.7
1985,"black_some_college",20.01
1985,"black_bachelors_degree",27.5
1985,"black_advanced_degree",34.22
1985,"hispanic_less_than_hs",15.24
1985,"hispanic_high_school",18.84
1985,"hispanic_some_college",21.27
1985,"hispanic_bachelors_degree",28.37
1985,"hispanic_advanced_degree",35.02
1985,"white_men_less_than_hs",19.37
1985,"white_men_high_school",24.97
1985,"white_men_some_college",26.98
1985,"white_men_bachelors_degree",37.69
1985,"white_men_advanced_degree",43.33
1985,"black_men_less_than_hs",16.69
1985,"black_men_high_school",19.66
1985,"black_men_some_college",22.03
1985,"black_men_bachelors_degree",30.73
1985,"black_men_advanced_degree",37.43
1985,"hispanic_men_less_than_hs",16.63
1985,"hispanic_men_high_school",21.18
1985,"hispanic_men_some_college",23.68
1985,"hispanic_men_bachelors_degree",31.69
1985,"hispanic_men_advanced_degree",39.07
1985,"white_women_less_than_hs",12.5
1985,"white_women_high_school",16.74
1985,"white_women_some_college",18.77
1985,"white_women_bachelors_degree",24.61
1985,"white_women_advanced_degree",30.83
1985,"black_women_less_than_hs",12.45
1985,"black_women_high_school",15.87
1985,"black_women_some_college",18.3
1985,"black_women_bachelors_degree",25.15
1985,"black_women_advanced_degree",31.28
1985,"hispanic_women_less_than_hs",12.4
1985,"hispanic_women_high_school",15.89
1985,"hispanic_women_some_college",18.38
1985,"hispanic_women_bachelors_degree",24.12
1985,"hispanic_women_advanced_degree",29.4
1984,"less_than_hs",16.21
1984,"high_school",20.3
1984,"some_college",22.37
1984,"bachelors_degree",31.07
1984,"advanced_degree",37.45
1984,"men_less_than_hs",18.66
1984,"men_high_school",24.06
1984,"men_some_college",25.97
1984,"men_bachelors_degree",36.63
1984,"men_advanced_degree",41.3
1984,"women_less_than_hs",12.55
1984,"women_high_school",16.45
1984,"women_some_college",18.44
1984,"women_bachelors_degree",24.11
1984,"women_advanced_degree",30.55
1984,"white_less_than_hs",16.7
1984,"white_high_school",20.73
1984,"white_some_college",22.75
1984,"white_bachelors_degree",31.67
1984,"white_advanced_degree",37.67
1984,"black_less_than_hs",14.98
1984,"black_high_school",17.72
1984,"black_some_college",20.33
1984,"black_bachelors_degree",26.5
1984,"black_advanced_degree",33.82
1984,"hispanic_less_than_hs",15.31
1984,"hispanic_high_school",19.02
1984,"hispanic_some_college",20.97
1984,"hispanic_bachelors_degree",26.42
1984,"hispanic_advanced_degree",34.76
1984,"white_men_less_than_hs",19.4
1984,"white_men_high_school",24.77
1984,"white_men_some_college",26.5
1984,"white_men_bachelors_degree",37.38
1984,"white_men_advanced_degree",41.64
1984,"black_men_less_than_hs",17.04
1984,"black_men_high_school",19.87
1984,"black_men_some_college",22.99
1984,"black_men_bachelors_degree",30.37
1984,"black_men_advanced_degree",35.77
1984,"hispanic_men_less_than_hs",16.97
1984,"hispanic_men_high_school",21.42
1984,"hispanic_men_some_college",23.71
1984,"hispanic_men_bachelors_degree",29.77
1984,"hispanic_men_advanced_degree",37.26
1984,"white_women_less_than_hs",12.6
1984,"white_women_high_school",16.58
1984,"white_women_some_college",18.55
1984,"white_women_bachelors_degree",24.13
1984,"white_women_advanced_degree",30.31
1984,"black_women_less_than_hs",12.39
1984,"black_women_high_school",15.65
1984,"black_women_some_college",18.04
1984,"black_women_bachelors_degree",23.66
1984,"black_women_advanced_degree",31.81
1984,"hispanic_women_less_than_hs",12.39
1984,"hispanic_women_high_school",16.25
1984,"hispanic_women_some_college",17.79
1984,"hispanic_women_bachelors_degree",22.23
1984,"hispanic_women_advanced_degree",30.82
1983,"less_than_hs",16.43
1983,"high_school",20.43
1983,"some_college",22.28
1983,"bachelors_degree",30.73
1983,"advanced_degree",36.78
1983,"men_less_than_hs",18.89
1983,"men_high_school",24.33
1983,"men_some_college",26.04
1983,"men_bachelors_degree",36.21
1983,"men_advanced_degree",40.53
1983,"women_less_than_hs",12.72
1983,"women_high_school",16.52
1983,"women_some_college",18.23
1983,"women_bachelors_degree",23.75
1983,"women_advanced_degree",29.65
1983,"white_less_than_hs",16.92
1983,"white_high_school",20.81
1983,"white_some_college",22.64
1983,"white_bachelors_degree",31.22
1983,"white_advanced_degree",36.89
1983,"black_less_than_hs",15.39
1983,"black_high_school",18.2
1983,"black_some_college",20.11
1983,"black_bachelors_degree",26.16
1983,"black_advanced_degree",33.74
1983,"hispanic_less_than_hs",15.3
1983,"hispanic_high_school",19.09
1983,"hispanic_some_college",21.43
1983,"hispanic_bachelors_degree",27.83
1983,"hispanic_advanced_degree",32.75
1983,"white_men_less_than_hs",19.68
1983,"white_men_high_school",25
1983,"white_men_some_college",26.58
1983,"white_men_bachelors_degree",36.82
1983,"white_men_advanced_degree",40.56
1983,"black_men_less_than_hs",17.29
1983,"black_men_high_school",20.55
1983,"black_men_some_college",22.95
1983,"black_men_bachelors_degree",29.41
1983,"black_men_advanced_degree",36.96
1983,"hispanic_men_less_than_hs",16.91
1983,"hispanic_men_high_school",21.64
1983,"hispanic_men_some_college",23.49
1983,"hispanic_men_bachelors_degree",31.75
1983,"hispanic_men_advanced_degree",36.37
1983,"white_women_less_than_hs",12.73
1983,"white_women_high_school",16.63
1983,"white_women_some_college",18.29
